Neighborhood,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory,color
Porte-Dauphine,48.867530000000045,2.2802600000000552,Chez Maram,48.86506883984457,2.2900657186461277,Bar,beige
Porte-Dauphine,48.867530000000045,2.2802600000000552,Le Pain Quotidien,48.86690088275259,2.2783930599689484,Bakery,
Porte-Dauphine,48.867530000000045,2.2802600000000552,Cité de l'Architecture et du Patrimoine,48.86270323443792,2.28865385055542,Museum,blue
Porte-Dauphine,48.867530000000045,2.2802600000000552,Parvis des Libertés et des Droits de l'Homme,48.86208930458137,2.288519788766464,Plaza,red
Porte-Dauphine,48.867530000000045,2.2802600000000552,L'Oiseau Blanc,48.8704542282736,2.293594479560852,Restaurant,gray
Porte-Dauphine,48.867530000000045,2.2802600000000552,The Peninsula Paris,48.870650060734555,2.293524742126465,Hotel,pink
Porte-Dauphine,48.867530000000045,2.2802600000000552,Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Hotel,pink
Porte-Dauphine,48.867530000000045,2.2802600000000552,Jardins du Trocadéro,48.861213946302136,2.289919853210449,Garden,green
Porte-Dauphine,48.867530000000045,2.2802600000000552,Jardins de l'Avenue Foch,48.87312067050421,2.2873081310907826,Garden,green
Porte-Dauphine,48.867530000000045,2.2802600000000552,Bar du Shangri-La Hotel,48.863652544268724,2.2935354709625244,Bar,beige
Porte-Dauphine,48.867530000000045,2.2802600000000552,La Girafe,48.862179807057025,2.2888498289765167,Restaurant,gray
Porte-Dauphine,48.867530000000045,2.2802600000000552,Akrame,48.87154398810039,2.292303588811424,Restaurant,gray
Porte-Dauphine,48.867530000000045,2.2802600000000552,Musée Guimet – Musée National des Arts Asiatiques,48.86494603473786,2.2937576406039057,Museum,blue
Porte-Dauphine,48.867530000000045,2.2802600000000552,Bon,48.86028226975071,2.2746360061086905,Restaurant,gray
Porte-Dauphine,48.867530000000045,2.2802600000000552,Marks & Spencer Food,48.856957165873574,2.2777856515239896,Shop,orange
Porte-Dauphine,48.867530000000045,2.2802600000000552,Le Flandrin,48.864169753787934,2.272247046749305,Restaurant,gray
Porte-Dauphine,48.867530000000045,2.2802600000000552,Alba Ristorante,48.85750464981286,2.2731024026870728,Restaurant,gray
Porte-Dauphine,48.867530000000045,2.2802600000000552,Palais de Tokyo,48.864206594101105,2.2967004776000977,Museum,blue
Porte-Dauphine,48.867530000000045,2.2802600000000552,Place Charles de Gaulle – Place de l'Étoile (Place Charles de Gaulle | Place de l'Étoile),48.8737338798552,2.2949838638305664,Plaza,red
Porte-Dauphine,48.867530000000045,2.2802600000000552,Musée Marmottan Monet,48.85915243767909,2.267524203751436,Museum,blue
Porte-Dauphine,48.867530000000045,2.2802600000000552,Auberge Dab,48.876717198737936,2.2831750028350766,Restaurant,gray
Porte-Dauphine,48.867530000000045,2.2802600000000552,Le Crabe Marteau,48.876484864180235,2.2905272489548834,Restaurant,gray
Porte-Dauphine,48.867530000000045,2.2802600000000552,Librairie du Palais de Tokyo,48.864516880206786,2.296563664338954,Bookstore,cadetblue
Porte-Dauphine,48.867530000000045,2.2802600000000552,Jardin du Ranelagh,48.85830795652362,2.269441267144127,Garden,green
Porte-Dauphine,48.867530000000045,2.2802600000000552,Micky's Bagel,48.87807613237178,2.2851790487766266,Shop,orange
Porte-Dauphine,48.867530000000045,2.2802600000000552,EXKi,48.87195266375306,2.2937352836600797,Restaurant,gray
Porte-Dauphine,48.867530000000045,2.2802600000000552,Restaurant Le Bois le Vent,48.85763493268096,2.274769454395485,Restaurant,gray
Porte-Dauphine,48.867530000000045,2.2802600000000552,Sormani,48.875896913623365,2.293698672623153,Restaurant,gray
